movie_name,month,year,sequel
Feardotcom,8,2002,0
Fences,12,2016,0
Ferdinand,12,2017,0
Ferrari,12,2023,0
Fever Pitch,4,2005,0
Fifty Shades Darker,2,2017,1
Fifty Shades Freed,2,2018,1
Fifty Shades of Black,1,2016,0
Fifty Shades of Grey,2,2015,0
Fighting,4,2009,0
Fighting with My Family,2,2019,0
Final Destination,3,2000,0
Final Destination 2,1,2003,0
Final Destination 3,2,2006,0
Final Destination 5,8,2011,0
Final Fantasy: The Spirits Within,7,2001,0
Find Me Guilty,3,2006,0
Finding Dory,6,2016,1
Finding Forrester,12,2000,0
Finding Neverland,11,2004,0
Finding Your Feet,3,2018,0
Fired Up!,2,2009,0
Fireproof,9,2008,0
Firewall,2,2006,0
First Daughter,9,2004,0
First Man,10,2018,0
Fist Fight,2,2017,0
Five Feet Apart,3,2019,0
Flags of Our Fathers,10,2006,0
Flatliners,9,2017,0
Flicka,10,2006,0
Flight,11,2012,0
Flight of the Phoenix,12,2004,0
Flightplan,9,2005,0
Flipped,8,2010,0
Florence Foster Jenkins,8,2016,0
Flushed Away,11,2006,0
Flyboys,9,2006,0
Focus,10,2001,0
Fool's Gold,2,2008,0
Footloose,10,2011,0
For Colored Girls,11,2010,0
For Greater Glory: The True Story of Cristiada,4,2012,0
For Your Consideration,11,2006,0
Forever My Girl,1,2018,0
Forgetting Sarah Marshall,4,2008,0
Forty Shades of Blue,9,2005,0
Four Brothers,8,2005,0
Four Christmases,11,2008,0
Four Lions,11,2010,0
Foxcatcher,11,2014,0
Frailty,4,2002,0
Frankenweenie,10,2012,0
Freakonomics,10,2010,0
Freaky Friday,8,2003,0
Freddy Got Fingered,4,2001,0
Freddy vs. Jason,8,2003,0
Free Birds,11,2013,0
Free State of Jones,6,2016,0
Freedom Writers,1,2007,0
Frequency,4,2000,0
Frida,10,2002,0
Friday After Next,11,2002,0
Friday Night Lights,10,2004,0
Friday the 13th,2,2009,0
Friends with Benefits,7,2011,0
Friends with Money,4,2006,0
Fright Night,8,2011,0
From Hell,10,2001,0
From Justin to Kelly,6,2003,0
From Paris with Love,2,2010,0
Frost/Nixon,12,2008,0
Frozen,2,2010,0
Frozen II,11,2019,1
Frozen River,8,2008,0
Fruitvale Station,7,2013,0
Full Frontal,8,2002,0
Fun Size,10,2012,0
Fun with Dick and Jane,12,2005,0
Funny People,7,2009,0
Furious 7,4,2015,0
Furry Vengeance,4,2010,0
Fury,10,2014,0
G-Force,7,2009,0
G.I. Joe: Retaliation,3,2013,0
G.I. Joe: The Rise of Cobra,8,2009,0
Game Night,2,2018,0
Gamer,9,2009,0
Gangs of New York,12,2002,0
Gangster Squad,1,2013,0
Garden State,7,2004,0
Garfield: A Tail of Two Kitties,6,2006,0
Garfield: The Movie,6,2004,0
Gemini Man,10,2019,0
Genius,6,2016,0
Gentlemen Broncos,10,2009,0
Georgia Rule,5,2007,0
Geostorm,10,2017,0
Get Carter,10,2000,0
Get Hard,3,2015,0
Get Him to the Greek,6,2010,0
Get Low,7,2010,0
Get Out,2,2017,0
Get Over It,3,2001,0
Get Rich or Die Tryin',11,2005,0
Get Smart,6,2008,0
Get on Up,8,2014,0
Getaway,8,2013,0
Ghost Rider,2,2007,0
Ghost Ship,10,2002,0
Ghost Town,9,2008,0
Ghost World,7,2001,0
Ghost in the Shell,3,2017,0
Ghostbusters: Frozen Empire,3,2024,1
Ghosts of Mars,8,2001,0
Gifted,4,2017,0
Gigli,8,2003,0
Girl with a Pearl Earring,12,2003,0
Girls Trip,7,2017,0
Gladiator,5,2000,0
Glass,1,2019,1
Glee: The 3D Concert Movie,8,2011,0
Glitter,9,2001,0
Glory Road,1,2006,0
God's Not Dead,3,2014,0
Gods and Generals,2,2003,0
Gods of Egypt,2,2016,0
Godsend,4,2004,0
Godzilla,4,2014,0
Godzilla Minus One,11,2023,0
Godzilla x Kong: The New Empire,3,2024,1
Godzilla: King of the Monsters,5,2019,0
Going in Style,4,2017,0
Going the Distance,9,2010,0
Gone,2,2012,0
Gone Baby Gone,10,2007,0
Gone Girl,10,2014,0
Gone in 60 Seconds,6,2000,0
Good Boy,10,2003,0
Good Boys,8,2019,0
Good Luck Chuck,9,2007,0
Good Night and Good Luck.,10,2005,0
Goosebumps,10,2015,0
Goosebumps 2: Haunted Halloween,10,2018,1
Gosford Park,12,2001,0
Gossip,4,2000,0
Gothika,11,2003,0
Gotti,6,2018,0
Gracie,6,2007,0
Gran Torino,12,2008,0
Grandma,8,2015,0
Gravity,10,2013,0
Green Book,11,2018,0
Green Lantern,6,2011,0
Green Zone,3,2010,0
Gridiron Gang,9,2006,0
Grind,8,2003,0
Grindhouse,4,2007,0
Grown Ups,6,2010,0
Grown Ups 2,7,2013,0
Grudge Match,12,2013,0
Guardians of the Galaxy,8,2014,0
Guardians of the Galaxy Vol. 2,5,2017,1
Guess Who,3,2005,0
Gulliver's Travels,12,2010,0
Hacksaw Ridge,11,2016,0
Hail Caesar!,2,2016,0
"Hail, Caesar!",2,2016,0
Hairspray,7,2007,0
Half Nelson,8,2006,0
Half Past Dead,11,2002,0
Hall Pass,2,2011,0
Halloween,8,2007,0
Halloween 2,8,2009,0
Halloween II,8,2009,0
Halloween: Resurrection,7,2002,1
Hamlet 2,8,2008,0
Hancock,7,2008,0
Hands of Stone,8,2016,0
Hanging Up,2,2000,0
Hangman's Curse,9,2003,0
Hanna,4,2011,0
Hannah Montana: The Movie,4,2009,0
Hannibal,2,2001,0
Hannibal Rising,2,2007,0
Hansel & Gretel: Witch Hunters,1,2013,0
Happily N'Ever After,1,2007,0
Happy Death Day,10,2017,0
Happy Death Day 2U,2,2019,1
Happy Feet,11,2006,0
Happy Feet Two,11,2011,0
Hardball,9,2001,0
Harold & Kumar Escape from Guantanamo Bay,4,2008,0
Harold & Kumar Go to White Castle,7,2004,0
Harriet,11,2019,0
Harry Brown,4,2010,0
Harry Potter and the Chamber of Secrets,11,2002,0
Harry Potter and the Goblet of Fire,11,2005,0
Harry Potter and the Half-Blood Prince,7,2009,0
Harry Potter and the Order of the Phoenix,7,2007,0
Harry Potter and the Prisoner of Azkaban,6,2004,0
Harry Potter and the Sorcerer's Stone,11,2001,0
Hart's War,2,2002,0
Haunted Mansion,7,2023,0
He's Just Not That Into You,2,2009,0
Head Over Heels,2,2001,0
Head of State,3,2003,0
Heartbreakers,3,2001,0
Hearts in Atlantis,9,2001,0
Heaven Is for Real,4,2014,0
Heist,11,2001,0
Hell Fest,9,2018,0
Hell or High Water,8,2016,0
Hellboy,4,2004,0
Hellboy II: The Golden Army,7,2008,0
Her,12,2013,0
Hercules,7,2014,0
Here Comes the Boom,10,2012,0
Here on Earth,3,2000,0
Hereafter,10,2010,0
Hereditary,6,2018,0
Hey Arnold! The Movie,6,2002,0
Hidalgo,3,2004,0
Hidden Figures,12,2016,0
High Crimes,4,2002,0
High Fidelity,3,2000,0
High Heels and Low Lifes,10,2001,0
High School Musical 3: Senior Year,10,2008,0
Higher Ground,8,2011,0
Highlander: Endgame,9,2000,0
His Only Son,3,2023,0
Hit and Run,8,2012,0
Hitch,2,2005,0
Hitman,11,2007,0
Hitman: Agent 47,8,2015,0
Holes,4,2003,0
Hollow Man,8,2000,0
Hollywood Ending,5,2002,0
Hollywood Homicide,6,2003,0
Holmes & Watson,12,2018,0
Home,3,2015,0
Home Again,9,2017,0
Home on the Range,4,2004,0
Homefront,11,2013,0
Honey,12,2003,0
Hoot,5,2006,0
Hop,4,2011,0
Hope Springs,8,2012,0
Horrible Bosses,7,2011,0
Horrible Bosses 2,11,2014,1
Hostage,3,2005,0
Hostel: Part II,6,2007,0
Hostiles,12,2017,0
Hot Fuzz,4,2007,0
Hot Pursuit,5,2015,0
Hot Rod,8,2007,0
Hot Tub Time Machine,3,2010,0
Hot Tub Time Machine 2,2,2015,1
Hotel Artemis,6,2018,0
Hotel Rwanda,12,2004,0
Hotel Transylvania,9,2012,0
Hotel Transylvania 2,9,2015,0
Hotel Transylvania 3: Summer Vacation,7,2018,0
Hotel for Dogs,1,2009,0
House at the End of the Street,9,2012,0
House of 1000 Corpses,4,2003,0
House of Flying Daggers,12,2004,0
House of Sand and Fog,12,2003,0
House of Wax,5,2005,0
House of the Dead,10,2003,0
How Do You Know,12,2010,0
How High,12,2001,0
How the Grinch Stole Christmas,11,2000,0
How to Be Single,2,2016,0
How to Be a Latin Lover,4,2017,0
How to Deal,7,2003,0
How to Lose Friends & Alienate People,10,2008,0
How to Lose a Guy in 10 Days,2,2003,0
How to Train Your Dragon,3,2010,0
How to Train Your Dragon 2,6,2014,1
How to Train Your Dragon: The Hidden World,2,2019,1
Huevos: Little Rooster's Egg-cellent Adventure,9,2015,0
Hugo,11,2011,0
Hulk,6,2003,0
Hunt for the Wilderpeople,6,2016,0
Hunter Killer,10,2018,0
Hustle & Flow,7,2005,0
Hustlers,9,2019,0
I Am Legend,12,2007,0
I Am Not Your Negro,2,2017,0
I Am Number Four,2,2011,0
I Am Sam,12,2001,0
I Can Only Imagine,3,2018,0
I Capture the Castle,7,2003,0
I Don't Know How She Does It,9,2011,0
I Dreamed of Africa,5,2000,0
I Feel Pretty,4,2018,0
I Frankenstein,1,2014,0
I Heart Huckabees,10,2004,0
I Love You Beth Cooper,7,2009,0
I Love You Phillip Morris,12,2010,0
"I Love You, Beth Cooper",7,2009,0
"I Love You, Man",3,2009,0
I Now Pronounce You Chuck & Larry,7,2007,0
I Robot,7,2004,0
I Spit on Your Grave,10,2010,0
I Spy,11,2002,0
I Think I Love My Wife,3,2007,0
"I, Frankenstein",6,2014,0
"I, Robot",7,2004,0
Ice Age,3,2002,0
Ice Age: Collision Course,7,2016,1
Ice Age: Continental Drift,7,2012,1
Ice Age: Dawn of the Dinosaurs,7,2009,1
Ice Age: The Meltdown,3,2006,0
Ice Princess,3,2005,0
Identity,4,2003,0
Identity Thief,2,2013,0
Idlewild,8,2006,0
If Beale Street Could Talk,12,2018,0
If I Stay,8,2014,0
Igby Goes Down,9,2002,0
Igor,9,2008,0
Imaginary,3,2024,0
Imagine That,6,2009,0
Immortals,11,2011,0
In Bruges,2,2008,0
In Good Company,12,2004,0
In Time,10,2011,0
In the Bedroom,11,2001,0
In the Cut,10,2003,0
In the Heart of the Sea,12,2015,0
In the Land of Women,4,2007,0
In the Name of the King: A Dungeon Siege Tale,1,2008,0
In the Valley of Elah,9,2007,0
Inception,7,2010,0
Incredibles 2,6,2018,1
Independence Day: Resurgence,6,2016,0
Indiana Jones and the Dial of Destiny,6,2023,1
Indiana Jones and the Kingdom of the Crystal Skull,5,2008,0
Inferno,10,2016,1
Inglourious Basterds,8,2009,0
Inherent Vice,12,2014,0
Inside Deep Throat,2,2005,0
Inside Job,10,2010,0
Inside Llewyn Davis,12,2013,0
Inside Man,3,2006,0
Inside Out,6,2015,0
Insidious: Chapter 2,9,2013,0
Insidious: Chapter 3,6,2015,1
Insidious: The Last Key,1,2018,0
Insidious: The Red Door,7,2023,1
Insomnia,5,2002,0
Instant Family,11,2018,0
Interstellar,11,2014,0
Into the Blue,9,2005,0
Into the Storm,8,2014,0
Into the Wild,9,2007,0
Into the Woods,12,2014,0
Intolerable Cruelty,10,2003,0
Invictus,12,2009,0
Invincible,8,2006,0
Iris,12,2001,0
Iron Man,5,2008,0
Iron Man 2,5,2010,0
Iron Man 3,5,2013,0
Isn't It Romantic,2,2019,0
It,9,2017,0
It Chapter Two,9,2019,1
It Comes at Night,6,2017,0
It's Complicated,12,2009,0
It's Kind of a Funny Story,10,2010,0
J. Edgar,11,2011,0
Jack Reacher,12,2012,0
Jack Reacher: Never Go Back,10,2016,1
Jack Ryan: Shadow Recruit,1,2014,0
Jack and Jill,11,2011,0
Jack the Giant Slayer,3,2013,0
Jackass 3D,10,2010,0
Jackass Number Two,9,2006,0
Jackass Presents: Bad Grandpa,10,2013,0
Jackass: The Movie,10,2002,0
Jackie,12,2016,0
Jarhead,11,2005,0
Jason Bourne,7,2016,0
Jason X,4,2002,0
Jay and Silent Bob Strike Back,8,2001,0
Jeepers Creepers,8,2001,0
Jeepers Creepers 2,8,2003,0
Jem and the Holograms,10,2015,0
Jennifer's Body,9,2009,0
Jersey Boys,6,2014,0
Jersey Girl,3,2004,0
Jesus Revolution,2,2023,0
Jexi,10,2019,0
Jigsaw,10,2017,1
Jimmy Neutron: Boy Genius,12,2001,0
Jobs,8,2013,0
Joe Dirt,4,2001,0
Joe Somebody,12,2001,0
John Carter,3,2012,0
John Q,2,2002,0
John Tucker Must Die,7,2006,0
John Wick,10,2014,0
John Wick: Chapter 3 - Parabellum,5,2019,1
John Wick: Chapter 4,3,2023,1
Johnny English,7,2003,0
Johnny English Reborn,10,2011,1
Johnny English Strikes Again,10,2018,1
Johnson Family Vacation,4,2004,0
Jojo Rabbit,10,2019,0
Joker,8,2012,0
Jonah Hex,6,2010,0
Jonah: A VeggieTales Movie,10,2002,0
Josie and the Pussycats,4,2001,0
Journey 2: The Mysterious Island,2,2012,0
Journey to Bethlehem,11,2023,0
Journey to the Center of the Earth,7,2008,0
Joy,12,2015,0
Joy Ride,7,2023,0
Joyful Noise,1,2012,0
Judy Moody and the Not Bummer Summer,6,2011,0
Julie & Julia,8,2009,0
"Juliet, Naked",8,2018,0
Jumanji: The Next Level,12,2019,0
Jumanji: Welcome to the Jungle,12,2017,1
Jumper,2,2008,0
Jumping the Broom,5,2011,0
Juno,12,2007,0
Jupiter Ascending,2,2015,0
Jurassic Park III,7,2001,0
Jurassic World,6,2015,1
Jurassic World: Fallen Kingdom,6,2018,1
Just Getting Started,12,2017,0
Just Go with It,2,2011,0
Just Like Heaven,9,2005,0
Just Married,1,2003,0
Just My Luck,5,2006,0
Just Visiting,4,2001,0
Just Wright,5,2010,0
Justice League,11,2017,0
Justin Bieber's Believe,12,2013,0
Justin Bieber: Never Say Never,2,2011,0
Juwanna Mann,6,2002,0
K-19: The Widowmaker,7,2002,0
K-PAX,10,2001,0
Kangaroo Jack,1,2003,0
Keanu,4,2016,0
Keeping Up with the Joneses,10,2016,0
Keeping the Faith,4,2000,0
Kevin Hart: Laugh at My Pain,9,2011,0
Kevin Hart: Let Me Explain,7,2013,0
Kevin Hart: What Now?,10,2016,0
Kick-Ass,4,2010,0
Kick-Ass 2,8,2013,0
Kicking & Screaming,5,2005,0
Kidnap,8,2017,0
Kill Bill: Vol. 1,10,2003,0
Kill Bill: Vol. 2,4,2004,0
Kill the Messenger,10,2014,0
Killer Elite,9,2011,0
Killers,6,2010,0
Killers of the Flower Moon,10,2023,0
Killing Them Softly,11,2012,0
Kin,8,2018,0
King Arthur,7,2004,0
King Arthur: Legend of the Sword,5,2017,0
King Kong,12,2005,0
Kingdom Come,4,2001,0
Kingdom of Heaven,5,2005,0
Kingsman: The Golden Circle,9,2017,1
Kinsey,11,2004,0
Kiss Kiss Bang Bang,10,2005,0
Kiss of the Dragon,7,2001,0
Kissing Jessica Stein,3,2002,0
Kit Kittredge: An American Girl,6,2008,0
Knight and Day,6,2010,0
Knights of the Zodiac,5,2023,0
Knives Out,11,2019,0
Knock Knock,10,2015,0
Knock at the Cabin,2,2023,0
Knocked Up,6,2007,0
Knowing,3,2009,0
Kong: Skull Island,3,2017,0
Krampus,12,2015,0
Kubo and the Two Strings,8,2016,0
Kung Fu Panda,6,2008,0
Kung Fu Panda 2,5,2011,0
Kung Fu Panda 3,1,2016,1
Kung Fu Panda 4,3,2024,1
Kung Pow: Enter the Fist,1,2002,0
LOL,5,2012,0
La La Land,12,2016,0
La Vie En Rose,6,2007,0
Labor Day,1,2014,0
Ladder 49,10,2004,0
Lady Bird,11,2017,0
Lady Macbeth,7,2017,0
Lady in the Water,7,2006,0
Lakeview Terrace,9,2008,0
Land of the Dead,6,2005,0
Land of the Lost,6,2009,0
Lara Croft: Tomb Raider,6,2001,0
Lara Croft: Tomb Raider - The Cradle of Life,7,2003,0
Larry Crowne,7,2011,0
Larry the Cable Guy: Health Inspector,3,2006,0
Lars and the Real Girl,10,2007,0
Last Christmas,11,2019,0
Last Holiday,1,2006,0
Last Vegas,11,2013,0
Late Night,6,2019,0
Law Abiding Citizen,10,2009,0
Lawless,8,2012,0
Laws of Attraction,4,2004,0
Leap Year,1,2010,0
Leatherheads,4,2008,0
Leaves of Grass,9,2010,0
Left Behind,10,2014,0
Legally Blonde,7,2001,0
Legally Blonde 2: Red White & Blonde,7,2003,0
"Legally Blonde 2: Red, White & Blonde",8,2003,1
Legend,9,2015,0
Legend of the Guardians: The Owls of Ga'Hoole,9,2010,0
Legends of Oz: Dorothy's Return,5,2014,0
Legion,1,2010,0
Les Misérables,12,2012,0
Les Mis�rables,12,2012,0
Let Me In,10,2010,0
Let There Be Light,10,2017,0
Let's Be Cops,8,2014,0
Letters from Iwo Jima,12,2006,0
Letters to God,4,2010,0
Letters to Juliet,5,2010,0
License to Wed,7,2007,0
Life,3,2017,0
Life Itself,7,2014,0
Life as We Know It,10,2010,0
Life as a House,10,2001,0
Life of Pi,11,2012,0
Life of the Party,5,2018,0
Life or Something Like It,4,2002,0
Lights Out,7,2016,0
Like Mike,7,2002,0
Lilo & Stitch,6,2002,0
Limitless,3,2011,0
Lincoln,11,2012,0
Lion,11,2016,0
Lions for Lambs,11,2007,0
Little,4,2019,0
Little Black Book,8,2004,0
Little Boy,4,2015,0
Little Children,10,2006,0
Little Fockers,12,2010,0
Little Man,7,2006,0
Little Miss Sunshine,7,2006,0
Little Nicky,11,2000,0
Little Women,9,2018,0
Live Free or Die Hard,6,2007,1
Live by Night,12,2016,0
Lockout,4,2012,0
Logan,3,2017,1
Logan Lucky,8,2017,0
London Has Fallen,3,2016,0
Lone Survivor,12,2013,0
Long Shot,5,2019,0
Looney Tunes: Back in Action,11,2003,0
Looper,9,2012,0
Lord of War,9,2005,0
Lords of Dogtown,6,2005,0
Lost Souls,10,2000,0
Lost in Translation,9,2003,0
Lottery Ticket,8,2010,0
Love & Basketball,4,2000,0
Love & Friendship,5,2016,0
Love & Other Drugs,11,2010,0
Love Actually,11,2003,0
Love Happens,9,2009,0
Love Ranch,6,2010,0
Love Simon,3,2018,0
Love in the Time of Cholera,11,2007,0
Love the Coopers,11,2015,0
Love's Abiding Joy,10,2006,0
"Love, Simon",3,2018,0
Loving,11,2016,0
Loving Vincent,9,2017,0
Lucky Number Slevin,4,2006,0
Lucky Numbers,10,2000,0
Lucky You,5,2007,0
Lucy,7,2014,0
Lust Caution,9,2007,0
Luther,9,2003,0
Ma,5,2019,0
MacGruber,5,2010,0
Machete,9,2010,0
Machete Kills,10,2013,0
Machine Gun Preacher,9,2011,0
Mad Hot Ballroom,5,2005,0
Mad Money,1,2008,0
Madagascar,5,2005,0
Madagascar 3: Europe's Most Wanted,6,2012,0
Madagascar: Escape 2 Africa,11,2008,1
Madame Web,2,2024,0
Made,7,2001,0
Made in Dagenham,11,2010,0
Made of Honor,5,2008,0
Madea's Family Reunion,2,2006,0
Madea's Witness Protection,6,2012,0
Magic Mike,6,2012,0
Magic Mike XXL,7,2015,0
Maid in Manhattan,12,2002,0
Maleficent,5,2014,0
Maleficent: Mistress of Evil,10,2019,1
Malevolence,9,2004,0
Malibu's Most Wanted,4,2003,0
Mama,1,2013,0
Mambo Italiano,9,2003,0
Mamma Mia!,7,2008,0
Mamma Mia! Here We Go Again,7,2018,1
Man of Steel,6,2013,0
Man of the House,2,2005,0
Man of the Year,10,2006,0
Man on Fire,4,2004,0
Man on Wire,7,2008,0
Man on a Ledge,1,2012,0
Manchester by the Sea,11,2016,0
Mandela: Long Walk to Freedom,11,2013,0
Marci X,8,2003,0
Margaret,9,2011,0
Margin Call,10,2011,0
Maria Full of Grace,7,2004,0
Marie Antoinette,10,2006,0
Marley & Me,12,2008,0
Marmaduke,6,2010,0
Married Life,3,2008,0
Mars Needs Moms,3,2011,0
Marshall,10,2017,0
Martha Marcy May Marlene,10,2011,0
Martian Child,11,2007,0
Martin Lawrence Live: Runteldat,8,2002,0
Mary Poppins Returns,12,2018,1
Mary Queen of Scots,12,2018,0
Master and Commander: The Far Side of the World,11,2003,0
Masterminds,9,2016,0
Match Point,12,2005,0
Max,12,2002,0
Max Keeble's Big Move,10,2001,0
Max Payne,10,2008,0
Maze Runner: The Death Cure,1,2018,1
Maze Runner: The Scorch Trials,9,2015,0
"McFarland, USA",2,2015,0
Me Before You,6,2016,0
Me and Earl and the Dying Girl,6,2015,0
Me and You and Everyone We Know,6,2005,0
"Me, Myself & Irene",6,2000,0
Mean Girls,4,2004,0
Mechanic: Resurrection,8,2016,1
Meet Dave,7,2008,0
Meet the Blacks,4,2016,0
Meet the Browns,3,2008,0
Meet the Fockers,12,2004,0
Meet the Mormons,10,2014,0
Meet the Parents,10,2000,0
Meet the Spartans,1,2008,0
Meg 2: The Trench,8,2023,1
Megamind,11,2010,0
Megiddo: The Omega Code 2,9,2001,0
Melancholia,11,2011,0
Memoirs of a Geisha,12,2005,0
Men in Black II,7,2002,0
Men in Black: International,6,2019,1
Men in Black�,5,2012,0
Men of Honor,11,2000,0
Metallica Through the Never,9,2013,0
Miami Vice,7,2006,0
Michael Clayton,10,2007,0
Mid90s,10,2018,0
Middle School: The Worst Years of My Life,10,2016,0
Middle of Nowhere,10,2012,0
Midnight Special,3,2016,0
Midnight Sun,3,2018,0
Midnight in Paris,5,2011,0
Midsommar,7,2019,0
Midway,11,2019,0
Mike and Dave Need Wedding Dates,7,2016,0
Mile 22,8,2018,0
Milk,11,2008,0
Million Dollar Arm,5,2014,0
Million Dollar Baby,12,2004,0
Minions,7,2015,0
Minority Report,6,2002,0
Miracle,2,2004,0
Miracle at St. Anna,9,2008,0
Miracles from Heaven,3,2016,0
Mirror Mirror,3,2012,0
Mirrormask,9,2005,0
Mirrors,8,2008,0
Miss Bala,2,2019,0
Miss Congeniality,12,2000,0
Miss Peregrine's Home for Peculiar Children,9,2016,0
Miss Potter,12,2006,0
Mission to Mars,3,2000,0
Mission: Impossible - Dead Reckoning Part One,7,2023,1
Mission: Impossible - Fallout,7,2018,1
Mission: Impossible - Ghost Protocol,12,2011,1
Mission: Impossible - Rogue Nation,7,2015,1
Mission: Impossible III,5,2006,0
Mommy,9,2014,0
Moms' Night Out,5,2014,0
Mona Lisa Smile,12,2003,0
Money Monster,5,2016,0
Moneyball,9,2011,0
Monkeybone,2,2001,0
Monsoon Wedding,2,2002,0
Monster,12,2003,0
Monster House,7,2006,0
Monster's Ball,12,2001,0
Monster-in-Law,5,2005,0
Monsters,10,2010,0
Monsters Inc.,11,2001,0
Monsters University,6,2013,0
Monsters vs. Aliens,3,2009,0
"Monsters, Inc.",12,2001,0
Monte Carlo,7,2011,0
Moon,6,2009,0
Moonlight,10,2016,0
Moonlight Mile,9,2002,0
Moonrise Kingdom,5,2012,0
Morgan,9,2016,0
Morning Glory,11,2010,0
Mortal Engines,12,2018,0
Mortdecai,1,2015,0
Mother!,9,2017,0
Mother's Day,4,2016,0
Motherless Brooklyn,11,2019,0
Moulin Rouge!,5,2001,0
Movie 43,1,2013,0
Mr. & Mrs. Smith,6,2005,0
Mr. 3000,9,2004,0
Mr. Brooks,6,2007,0
Mr. Deeds,6,2002,0
Mr. Peabody & Sherman,3,2014,0
Mr. Popper's Penguins,6,2011,0
Mr. Turner,12,2014,0
Mrs. Henderson Presents,12,2005,0
Mud,4,2013,0
Mulholland Drive,10,2001,0
Munich,12,2005,0
Muppets Most Wanted,3,2014,0
Murder by Numbers,4,2002,0
Murder on the Orient Express,11,2017,0
